               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.029196,           0.0098893,           0.0046789,             0.94282,             0.97636,             0.96169,             0.70615,            0.022615,           0.0038443,           0.0058754,           0.0051914,           0.0051914,           0.0051914
                  36,            0.029084,            0.010419,             0.00496,             0.96916,             0.90128,             0.97734,              0.7934,            0.021056,           0.0036341,           0.0069816,             0.00505,             0.00505,             0.00505
                  37,             0.02864,            0.009566,           0.0044092,             0.91493,             0.96489,             0.95489,             0.77092,            0.020088,           0.0034664,           0.0072299,           0.0049086,           0.0049086,           0.0049086
                  38,            0.028936,           0.0099196,           0.0049035,             0.94457,              0.9715,             0.98346,              0.7588,            0.021262,           0.0036519,           0.0051088,           0.0047671,           0.0047671,           0.0047671
                  39,            0.028876,           0.0098656,           0.0042105,             0.96928,             0.90808,             0.97402,             0.77719,            0.021365,           0.0034547,           0.0065715,           0.0046257,           0.0046257,           0.0046257
                  40,            0.028832,           0.0098944,           0.0039087,             0.94601,             0.96653,             0.97216,             0.73947,            0.021643,           0.0034319,           0.0074606,           0.0044843,           0.0044843,           0.0044843
                  41,            0.028236,           0.0099342,           0.0039561,             0.93738,             0.96161,              0.9714,             0.76019,            0.020706,           0.0036933,           0.0063236,           0.0043429,           0.0043429,           0.0043429
                  42,            0.027577,            0.009784,           0.0041644,             0.94765,             0.97019,              0.9718,              0.7785,             0.02155,            0.003494,           0.0066667,           0.0042014,           0.0042014,           0.0042014
                  43,            0.028291,           0.0096918,           0.0038425,             0.93836,              0.9626,             0.96135,             0.78676,            0.018915,           0.0033904,           0.0083007,             0.00406,             0.00406,             0.00406
                  44,            0.027035,           0.0094471,           0.0037152,             0.94315,             0.97587,             0.96324,             0.77597,            0.020552,           0.0035987,           0.0056545,           0.0039186,           0.0039186,           0.0039186
                  45,            0.027449,            0.009653,           0.0039571,             0.94775,             0.97578,             0.95132,             0.77724,            0.019793,           0.0033803,           0.0089353,           0.0037771,           0.0037771,           0.0037771
                  46,            0.027086,           0.0090686,           0.0041977,             0.93472,             0.91298,             0.96281,             0.78778,            0.019296,           0.0033023,           0.0076688,           0.0036357,           0.0036357,           0.0036357
                  47,            0.026572,           0.0092828,           0.0035314,             0.93945,             0.96875,             0.95805,             0.79154,            0.019212,           0.0033693,           0.0063948,           0.0034943,           0.0034943,           0.0034943
                  48,            0.026487,           0.0094017,           0.0035177,               0.949,             0.97746,             0.97312,             0.76419,            0.020661,           0.0035158,           0.0034837,           0.0033529,           0.0033529,           0.0033529
                  49,            0.026408,           0.0094136,           0.0033526,             0.93434,             0.97075,             0.94525,             0.76873,            0.019553,           0.0035378,            0.007293,           0.0032114,           0.0032114,           0.0032114
                  50,            0.026225,           0.0089756,           0.0036048,               0.944,             0.96875,             0.98598,             0.81871,            0.019399,           0.0032823,           0.0037629,             0.00307,             0.00307,             0.00307
                  51,            0.025601,           0.0090678,           0.0039388,             0.94712,             0.97031,              0.9891,             0.81568,             0.01851,           0.0030599,           0.0054368,           0.0029286,           0.0029286,           0.0029286
                  52,            0.025408,           0.0090961,              0.0034,              0.9092,             0.98264,             0.98223,             0.83195,            0.017943,           0.0032842,           0.0042771,           0.0027871,           0.0027871,           0.0027871
                  53,            0.025469,           0.0088419,           0.0037552,             0.93532,             0.96875,             0.95226,             0.76373,            0.019007,           0.0033606,           0.0050775,           0.0026457,           0.0026457,           0.0026457
                  54,            0.025705,           0.0089867,            0.003315,             0.94745,             0.96603,             0.93605,             0.78999,            0.017707,            0.003252,            0.010158,           0.0025043,           0.0025043,           0.0025043
                  55,            0.024948,           0.0090289,            0.003113,             0.94335,             0.96875,             0.93629,             0.77221,            0.017218,           0.0032804,           0.0083345,           0.0023629,           0.0023629,           0.0023629
                  56,            0.024672,           0.0090086,           0.0028761,             0.94514,             0.96816,             0.98564,             0.82237,            0.018159,           0.0031209,           0.0040469,           0.0022214,           0.0022214,           0.0022214
                  57,            0.024756,           0.0088086,           0.0033368,             0.91964,             0.96476,             0.97572,             0.82157,            0.018698,             0.00308,           0.0071095,             0.00208,             0.00208,             0.00208
                  58,            0.024671,           0.0087778,           0.0027861,             0.93963,             0.95486,             0.97906,             0.82904,            0.018145,           0.0031848,           0.0054123,           0.0019386,           0.0019386,           0.0019386
                  59,             0.02445,           0.0088798,           0.0032921,             0.92922,             0.96363,             0.97389,             0.81162,            0.018107,           0.0031065,           0.0060108,           0.0017971,           0.0017971,           0.0017971
                  60,            0.024903,           0.0088103,           0.0027566,             0.92563,             0.96162,             0.95653,             0.79851,            0.017957,           0.0032444,           0.0070433,           0.0016557,           0.0016557,           0.0016557
                  61,            0.024139,           0.0087601,            0.003007,             0.93447,             0.91319,             0.94393,             0.77619,            0.017563,           0.0031426,           0.0080283,           0.0015143,           0.0015143,           0.0015143
                  62,            0.023628,           0.0086937,           0.0024187,             0.92036,             0.96454,             0.93777,             0.75242,            0.018013,           0.0030669,           0.0078182,           0.0013729,           0.0013729,           0.0013729
                  63,            0.023641,           0.0086517,           0.0027539,             0.92273,             0.94993,             0.98171,              0.8173,            0.017583,           0.0029862,           0.0061051,           0.0012314,           0.0012314,           0.0012314
                  64,            0.022894,           0.0088548,           0.0025257,             0.92135,             0.95444,             0.97422,             0.81768,            0.017232,           0.0029457,           0.0057682,             0.00109,             0.00109,             0.00109
                  65,            0.023209,           0.0083781,           0.0027046,             0.93459,              0.9135,             0.96889,             0.83548,            0.016481,           0.0028872,           0.0069465,          0.00094857,          0.00094857,          0.00094857
                  66,            0.022889,           0.0085242,           0.0024226,              0.9365,             0.95061,             0.97342,             0.81428,            0.017532,               0.003,            0.005897,          0.00080714,          0.00080714,          0.00080714
                  67,             0.02314,           0.0084089,           0.0027486,             0.92697,             0.95089,             0.94775,             0.79445,             0.01682,           0.0029057,            0.007724,          0.00066571,          0.00066571,          0.00066571
                  68,            0.022923,           0.0084303,           0.0022213,             0.93181,             0.96673,             0.94707,             0.80096,            0.017053,            0.002967,           0.0079688,          0.00052429,          0.00052429,          0.00052429
                  69,            0.022529,              0.0081,           0.0023242,             0.92053,             0.96506,             0.96193,             0.81632,            0.016834,           0.0029861,           0.0072075,          0.00038286,          0.00038286,          0.00038286
