               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 123,            0.028473,            0.010035,           0.0015224,             0.95423,              0.9426,             0.95956,             0.66251,            0.023053,            0.004267,          0.00042872,           0.0097584,           0.0097584,           0.0097584
                 124,            0.028205,           0.0096856,           0.0019318,              0.9546,             0.91276,             0.96115,             0.67792,            0.022981,           0.0043447,          0.00075544,           0.0097565,           0.0097565,           0.0097565
                 125,            0.028796,           0.0098462,           0.0022091,             0.95578,             0.92365,             0.95644,             0.68042,            0.022775,           0.0043653,          0.00047669,           0.0097545,           0.0097545,           0.0097545
                 126,            0.028258,           0.0096461,           0.0016687,             0.97374,             0.93797,             0.96184,             0.68318,            0.022776,           0.0043167,          0.00024872,           0.0097525,           0.0097525,           0.0097525
                 127,            0.028429,            0.010018,           0.0022994,             0.96821,             0.92379,             0.96061,              0.6893,            0.022934,           0.0042286,          0.00027912,           0.0097505,           0.0097505,           0.0097505
                 128,             0.02795,           0.0096823,           0.0020171,             0.95625,             0.93905,             0.96009,             0.67267,            0.023254,           0.0043996,          0.00027861,           0.0097485,           0.0097485,           0.0097485
                 129,            0.027717,            0.010136,           0.0023435,             0.96741,             0.93653,             0.96222,             0.67054,            0.022538,            0.004463,          0.00056496,           0.0097466,           0.0097466,           0.0097466
                 130,            0.027637,           0.0094557,           0.0024742,             0.93995,             0.95264,             0.95881,             0.65806,            0.022597,           0.0044028,          0.00039061,           0.0097446,           0.0097446,           0.0097446
                 131,            0.027818,           0.0099151,           0.0017701,             0.96832,             0.95045,             0.95353,               0.668,             0.02296,            0.004188,          0.00042591,           0.0097426,           0.0097426,           0.0097426
                 132,            0.027843,            0.009471,           0.0022307,             0.96101,             0.94538,             0.96497,             0.66735,            0.023224,           0.0043038,          0.00049433,           0.0097406,           0.0097406,           0.0097406
